0,6.298
0.087,7.285
0.175,8.254
0.262,9.189
0.349,10.077
0.436,10.903
0.524,11.657
0.611,12.327
0.698,12.904
0.785,13.381
0.873,13.754
0.96,14.018
1.047,14.172
1.134,14.218
1.222,14.157
1.309,13.995
1.396,13.738
1.484,13.393
1.571,12.972
1.658,12.483
1.745,11.939
1.833,11.351
1.92,10.734
2.007,10.098
2.094,9.458
2.182,8.824
2.269,8.209
2.356,7.622
2.443,7.075
2.531,6.573
2.618,6.126
2.705,5.736
2.793,5.41
2.88,5.147
2.967,4.949
3.054,4.815
3.142,4.743
